step,train_loss,train_acc,val_loss,val_acc
1000,1.2930233478546143,0.51953125,1.3799374103546143,0.49755859375
2000,0.8967869281768799,0.65234375,0.9005974531173706,0.66845703125
3000,0.7350879907608032,0.72314453125,0.8094077110290527,0.7275390625
4000,0.6943990588188171,0.765625,0.6181405782699585,0.76416015625
5000,0.4966582953929901,0.8115234375,0.5176618099212646,0.81640625
